14,0,0.0
631,595,5.0
631,593,3.0
631,610,2.0
631,648,4.0
1070,590,3.0
1070,480,2.0
1070,589,3.0
1070,509,4.0
1070,500,3.0
1070,597,1.0
1070,586,2.0
1070,585,2.0
1070,610,2.0
1070,471,3.0
1070,485,3.0
1070,466,2.0
1070,520,1.0
1070,502,1.0
1070,532,3.0
1070,550,3.0
1070,524,2.0
1070,489,2.0
1070,613,3.0
1070,539,3.0
1070,592,1.0
250,10,5.0
250,110,4.0
1092,780,2.0
1092,786,4.0
1092,802,4.0
141,802,4.0
141,805,5.0
1092,765,3.0
823,733,3.0
823,736,3.0
823,802,3.0
823,780,3.0
823,731,3.0
823,782,3.0
482,150,3.0
482,153,3.0
482,161,3.0
482,10,3.0
482,47,4.0
482,34,4.0
482,21,4.0
482,11,4.0
482,105,4.0
482,50,5.0
482,32,4.0
482,163,4.0
482,158,3.0
992,10,3.0
992,19,2.0
992,11,4.0
992,17,4.0
992,6,4.0
992,31,4.0
992,22,3.0
992,7,3.0
992,23,4.0
992,28,4.0
992,27,3.0
463,780,4.0
463,736,5.0
463,1073,2.0
463,788,4.0
463,762,3.0
463,839,3.0
463,785,4.0
463,799,4.0
463,1391,5.0
809,1,4.0
1257,1726,5.0
1257,1608,3.0
1257,1597,3.0
1257,1588,4.0
1257,1702,3.0
830,1641,4.0
830,1653,4.0
830,1591,2.0
830,1722,5.0
830,1665,3.0
830,2019,3.0
1257,1598,1.0
922,2759,5.0
922,2725,4.0
922,2858,5.0
922,2953,1.0
922,2865,4.0
922,2844,2.0
858,1277,3.0
858,1616,3.0
858,736,2.0
858,798,2.0
858,688,1.0
858,1556,1.0
922,2997,5.0
858,750,5.0
459,2953,2.0
459,3105,4.0
459,3100,4.0
459,3120,4.0
459,3107,5.0
1044,12,2.0
1044,32,3.0
1044,76,4.0
1044,60,2.0
1044,2,3.0
1044,107,5.0
847,2714,3.0
847,2493,3.0
847,1912,4.0
847,535,1.0
847,2675,3.0
847,708,2.0
847,707,3.0
847,597,3.0
847,1909,3.0
847,1954,3.0
847,2640,3.0
847,2105,3.0
847,465,1.0
847,647,3.0
847,594,4.0
847,2088,2.0
847,733,3.0
847,2001,3.0
847,1918,3.0
847,673,2.0
1103,5649,3.0
1103,3081,4.0
1103,3070,3.0
1103,3037,4.0
1103,5060,4.0
1103,3104,2.0
1103,3035,5.0
1103,3169,4.0
1103,3090,5.0
1103,3060,4.0
1103,3135,4.0
1103,3152,4.0
1103,3074,4.0
847,2471,2.0
1222,3152,5.0
15,216,4.0
15,110,3.0
15,349,5.0
15,380,4.0
15,296,5.0
15,356,5.0
15,141,5.0
1197,32,5.0
1197,110,4.0
1197,199,4.0
1197,17,3.0
1197,150,3.0
1197,52,4.0
1197,194,3.0
1197,34,2.0
1197,6,4.0
1222,3174,5.0
137,2858,4.0
847,1270,3.0
847,534,5.0
1452,2968,4.0
1452,2985,2.0
1452,3000,5.0
1452,2949,4.0
1452,3114,5.0
1452,2797,5.0
847,2018,4.0
847,1225,4.0
847,2625,2.0
847,2541,1.0
847,2598,3.0
847,2485,3.0
1222,3160,5.0
137,3176,3.0
858,1136,5.0
1156,16,3.0
1156,1,4.0
1156,34,4.0
1156,110,4.0
1156,25,4.0
1156,11,4.0
1156,39,4.0
1156,46,4.0
1156,105,4.0
1156,62,4.0
1156,24,4.0
1156,36,4.0
847,587,3.0
847,1285,4.0
847,2082,2.0
847,2496,3.0
847,2109,1.0
847,1363,3.0
847,603,2.0
847,2513,3.0
847,2458,2.0
847,3570,2.0
847,3562,3.0
1448,260,4.0
1448,50,1.0
1448,232,5.0
1448,34,5.0
1448,80,4.0
1448,213,5.0
1448,28,3.0
858,1080,4.0
847,3566,4.0
847,3608,2.0
1448,208,1.0
1448,1,5.0
847,3740,2.0
847,3684,2.0
847,3624,3.0
137,3238,1.0
137,3578,5.0
137,3623,4.0
137,3006,4.0
847,3751,4.0
939,5060,4.0
847,3747,1.0
847,3795,2.0
847,3786,3.0
847,3840,1.0
561,3591,4.0
561,3671,4.0
561,3608,5.0
561,3617,2.0
561,3526,5.0
561,3809,5.0
561,3760,4.0
561,3477,3.0
561,3669,4.0
561,3773,2.0
561,3499,4.0
561,3489,3.0
561,3527,3.0
561,3698,3.0
561,3536,5.0
561,3755,4.0
561,3868,4.0
561,3668,4.0
561,3552,4.0
561,3763,3.0
847,3721,3.0
847,3885,1.0
561,3503,4.0
561,3525,4.0
561,3688,3.0
847,3956,1.0
847,3951,4.0
895,3623,4.0
895,3273,5.0
895,3793,5.0
858,1683,3.0
858,1897,3.0
858,1417,3.0
858,1339,4.0
858,1624,3.0
858,1730,4.0
858,1721,4.0
858,1735,3.0
858,788,2.0
858,1590,2.0
858,1359,2.0
895,3527,3.0
895,3418,3.0
895,3624,4.0
895,3555,4.0
895,3744,3.0
847,3911,4.0
272,2692,5.0
272,3247,1.0
272,2616,1.0
272,2986,1.0
847,4007,3.0
847,3752,2.0
847,2611,4.0
653,111,1.0
653,367,4.0
653,344,1.0
847,4033,2.0
847,3555,3.0
847,3996,4.0
847,3988,2.0
847,4063,1.0
847,4132,1.0
847,4029,4.0
561,4034,5.0
561,4029,5.0
561,3911,5.0
561,3481,5.0
561,4031,4.0
561,4002,4.0
561,4066,1.0
561,4063,3.0
561,4067,4.0
561,4040,5.0
561,3593,1.0
72,110,4.0
72,21,5.0
72,70,4.0
72,95,2.0
72,153,1.0
72,34,1.0
72,39,4.0
72,69,1.0
72,45,1.0
72,141,4.0
72,7,4.0
72,118,2.0
72,50,5.0
72,47,4.0
72,81,3.0
72,17,5.0
72,150,4.0
72,111,3.0
72,25,4.0
72,16,4.0
72,2,2.0
72,32,4.0
72,72,3.0
72,11,5.0
72,62,4.0
72,147,4.0
72,94,4.0
72,78,4.0
72,100,4.0
72,24,4.0
72,76,3.0
72,18,4.0
72,157,3.0
847,4020,3.0
847,4153,2.0
72,6,4.0
847,4126,3.0
72,151,4.0
847,4017,4.0
572,5060,3.0
572,4085,4.0
572,4002,5.0
572,4121,4.0
572,4079,4.0
572,3984,5.0
572,4086,4.0
572,4106,5.0
572,4084,4.0
572,4210,3.0
572,3959,3.0
572,4135,3.0
847,4072,4.0
572,4218,4.0
572,4042,4.0
572,4262,4.0
847,4266,1.0
653,260,5.0
653,480,4.0
653,329,4.0
653,316,5.0
653,6184,5.0
653,332,4.0
653,435,4.0
858,1727,2.0
847,4335,3.0
847,1927,4.0
175,25,4.0
175,11,5.0
175,7,4.0
175,16,4.0
175,32,2.0
175,21,3.0
175,14,4.0
175,2,2.0
175,24,4.0
175,1,4.0
175,17,3.0
175,4,3.0
847,4366,2.0
847,4499,3.0
847,1234,4.0
653,266,2.0
847,2019,5.0
847,1257,3.0
653,185,4.0
847,4808,3.0
162,4280,3.0
162,4306,4.0
162,4090,3.0
162,3964,2.0
162,4006,3.0
162,3945,3.0
847,4649,1.0
847,2080,4.0
847,4780,3.0
847,4152,3.0
653,95,4.0
653,1,5.0
847,4878,3.0
653,580,5.0
247,3072,3.0
247,4041,5.0
247,4571,5.0
247,4310,1.0
247,3261,4.0
247,3916,5.0
247,4823,4.0
247,3386,5.0
247,3978,2.0
247,3528,2.0
247,4487,3.0
247,3342,5.0
247,3753,4.0
653,5,4.0
247,4896,2.0
